Date,Open,High,Low,Close,Volume,Open_N,High_N,Low_N,Close_N,Volume_N
2012-12-05,12948.96,13089.11,12923.44,13034.49,161236512,0.544011115,0.547984624,0.546784991,0.551402679,0.181033219
2012-12-06,13026.19,13076.88,13007.84,13074.04,116856104,0.550573799,0.546934095,0.553935951,0.554764248,0.118064218
2012-12-07,13072.87,13157.28,13072.87,13155.13,124204760,0.554540472,0.553840273,0.55944575,0.561656527,0.128490836
2012-12-10,13154.89,13195.35,13139.08,13169.88,118527536,0.561510191,0.5571104,0.565055526,0.562910209,0.120435724
2012-12-11,13170.34,13306.57,13170.34,13248.44,124513280,0.562823068,0.566663947,0.567704093,0.569587449,0.128928578
2012-12-12,13250.05,13329.44,13227.44,13245.45,127511456,0.569596492,0.568628428,0.572542006,0.569333313,0.133182531
2012-12-13,13241.38,13264.41,13147.19,13170.72,101190120,0.568859752,0.563042498,0.565742662,0.562981605,0.095836587
2012-12-14,13170.8,13190.41,13118.46,13135.01,117623872,0.562862156,0.556686065,0.563308455,0.559946419,0.119153564
2012-12-17,13135.17,13244.33,13134.63,13235.39,142976976,0.559834467,0.561317671,0.564678491,0.568478259,0.155125735
2012-12-18,13236.61,13365.86,13232.58,13350.96,152927744,0.568454417,0.571756824,0.572977502,0.57830118,0.16924435
2012-12-19,13351.04,13357.7,13251.74,13251.97,149023328,0.578178203,0.571055898,0.574600872,0.569887483,0.163704582
2012-12-20,13246.67,13314.64,13216.03,13311.72,119803224,0.569309274,0.567357141,0.57157527,0.574965959,0.12224573
2012-12-21,13309.95,13309.95,13122.53,13190.84,413314464,0.574686545,0.566954281,0.563653294,0.564691713,0.538693218
2012-12-24,13190.15,13190.38,13128.55,13139.08,47711104,0.564506439,0.556683488,0.56416335,0.56029235,0.019958055
2012-12-26,13138.85,13174.88,13076.87,13114.59,79413600,0.560147178,0.555352073,0.559784658,0.558210812,0.064939041
2012-12-27,13114.97,13141.74,12964.08,13096.31,100161152,0.558117955,0.552505422,0.550228297,0.556657096,0.094376639
2012-12-28,13095.08,13095.46,12926.86,12938.11,86001232,0.556427785,0.548530075,0.547074757,0.543210821,0.074285882
2012-12-31,12938.19,13109.13,12883.89,13104.14,145769536,0.543095925,0.549704297,0.543434037,0.55732261,0.159087949
2013-01-02,13104.3,13412.71,13104.3,13412.55,161434704,0.557211263,0.575781133,0.56210872,0.583536047,0.181314423
2013-01-03,13413.01,13430.6,13358.3,13391.36,129636720,0.583444156,0.577317843,0.583629384,0.581734994,0.136197955
2013-01-04,13391.05,13447.11,13376.23,13435.21,107589664,0.581578086,0.578736015,0.585148539,0.585462044,0.10491656
2013-01-07,13436.13,13436.13,13343.32,13384.29,113121848,0.585408798,0.577792858,0.582360173,0.581134077,0.112765881
2013-01-08,13377.42,13377.42,13293.13,13328.85,129570272,0.580419866,0.572749801,0.578107724,0.576421931,0.136103675
2013-01-09,13329.92,13416.55,13329.08,13390.51,123067992,0.576383513,0.57611098,0.58115366,0.581662748,0.126877936
2013-01-10,13391.82,13478.2,13382.29,13471.22,133524904,0.581643518,0.581406575,0.585661985,0.588522729,0.141714692
2013-01-11,13471.45,13496.68,13439.97,13488.43,119203616,0.588410144,0.582993966,0.59054904,0.5899855,0.121394978
2013-01-14,13488.43,13520.18,13459.84,13507.32,118464424,0.589853034,0.585012563,0.592232566,0.591591063,0.120346178
2013-01-15,13507.32,13546.37,13445.8,13534.89,102278792,0.591458228,0.587262224,0.591042998,0.593934387,0.097381246
2013-01-16,13534.89,13534.89,13468.96,13511.23,118544832,0.593801012,0.586276118,0.593005276,0.591923395,0.120460265
2013-01-17,13511.23,13633.89,13510.24,13596.02,184196224,0.591790484,0.594779994,0.596502807,0.599130157,0.213609533
2013-01-18,13596.02,13649.93,13571.86,13649.7,260922176,0.598995586,0.596157794,0.601723687,0.603692711,0.322471906
2013-01-22,13649.7,13712.21,13622.96,13712.21,144308656,0.603557089,0.601507505,0.606053237,0.609005775,0.157015184
2013-01-23,13712.21,13794.29,13710.13,13779.33,104535440,0.608868929,0.608557992,0.613438892,0.614710667,0.100583084
2013-01-24,13779.33,13879.66,13779.33,13825.33,124943368,0.614572508,0.615891082,0.619302002,0.618620456,0.129538807
2013-01-25,13825.33,13895.98,13825.33,13895.98,130306384,0.618481397,0.617292933,0.623199445,0.624625383,0.137148105
2013-01-28,13895.98,13915.72,13862.57,13881.93,113581600,0.62448494,0.618988554,0.626354679,0.623431197,0.113418199
2013-01-29,13881.93,13969.99,13880.01,13954.42,108235360,0.62329103,0.623650224,0.627832318,0.629592515,0.105832703
2013-01-30,13954.42,13966.13,13896.95,13910.42,117198624,0.629450929,0.623318659,0.629267594,0.625852717,0.118550202
2013-01-31,13910.42,13941.06,13860.58,13860.58,142604528,0.625711991,0.621165203,0.626186072,0.621616545,0.154597288
2013-02-01,13860.58,14019.78,13860.58,14009.79,128435480,0.621476795,0.627927073,0.626186072,0.634298711,0.134493579
2013-02-04,14009.79,14009.79,13866.83,13880.08,130421952,0.634156041,0.627068954,0.626715616,0.623273956,0.137312079
2013-02-05,13880.08,14013.6,13880.08,13979.3,134392432,0.623133824,0.627396225,0.627838249,0.631707201,0.142945582
2013-02-06,13979.3,13991.61,13913.18,13986.52,127632360,0.631565128,0.625507334,0.630642714,0.632320868,0.133354075
2013-02-07,13986.52,13988.06,13852.2,13944.05,118534072,0.632178653,0.625202397,0.62547606,0.628711112,0.120444998
2013-02-08,13944.05,14022.62,13944.05,13992.97,99867336,0.628569729,0.628171022,0.633258237,0.632869088,0.093959759
2013-02-11,13992.97,13992.97,13940.41,13971.24,75085864,0.632726747,0.625624154,0.632949831,0.631022138,0.058798647
2013-02-12,13971.24,14038.97,13968.94,14018.7,117189824,0.630880222,0.62957545,0.635367093,0.63505602,0.118537716
2013-02-13,14018.7,14029.35,13945.78,13982.91,132945640,0.634913176,0.628749114,0.633404815,0.632014034,0.140892805
2013-02-14,13982.91,13990.36,13921.94,13973.39,114799768,0.63187189,0.625399961,0.631384922,0.631204878,0.115146593
2013-02-15,13973.39,14001.93,13906.73,13981.76,195674928,0.63106292,0.626393798,0.630096224,0.63191629,0.229896056
2013-02-19,13981.76,14044.82,13977.9,14035.67,136420208,0.631774168,0.630077952,0.636126247,0.636498393,0.145822685
2013-02-20,14035.67,14058.27,13919.28,13927.54,138543904,0.636355216,0.631233277,0.631159549,0.627307838,0.148835884
2013-02-21,13927.54,13927.54,13834.4,13880.62,131426112,0.627166778,0.620003865,0.623967919,0.623319853,0.138736828
2013-02-22,13880.62,14001.19,13880.62,14000.57,139848512,0.623179711,0.626330234,0.627884002,0.633515054,0.150686923
2013-02-25,14000.57,14081.58,13784.01,13784.17,152250736,0.633372564,0.633235553,0.619698524,0.615122045,0.168283779
2013-02-26,13784.17,13918.44,13784.17,13900.13,132591608,0.614983791,0.619222196,0.619712081,0.624978114,0.140390488
2013-02-27,13900.13,14104.86,13880.19,14075.37,107010728,0.62483759,0.635235252,0.627847569,0.639872711,0.104095138
2013-02-28,14075.37,14149.15,14050.18,14054.49,177172416,0.639728757,0.639039663,0.642250316,0.638098007,0.203643826
2013-03-01,14054.49,14107.09,13937.6,14089.66,125918192,0.637954461,0.635426804,0.632711748,0.641087295,0.130921933
2013-03-04,14089.66,14128.21,14030.37,14127.82,110810832,0.640943062,0.637240965,0.640571874,0.644330721,0.109486904
2013-03-05,14127.82,14286.37,14127.82,14253.77,112101288,0.64418574,0.650826551,0.648828522,0.655035894,0.111317863
2013-03-06,14253.77,14320.65,14253,14296.24,116516400,0.654888448,0.653771125,0.65943465,0.658645649,0.117582231
2013-03-07,14296.24,14354.69,14296.24,14329.49,117082952,0.658497372,0.656695085,0.663098247,0.661471747,0.118386081
2013-03-08,14329.49,14413.17,14329.49,14397.07,115634088,0.661322819,0.661718384,0.66591542,0.667215737,0.116330365
2013-03-11,14397.07,14448.06,14373.32,14447.29,94883384,0.667065487,0.664715356,0.669629006,0.671484207,0.086888295
2013-03-12,14447.29,14478.8,14412.06,14450.06,102098856,0.671332974,0.667355853,0.672911331,0.671719644,0.097125944
2013-03-13,14450.06,14472.8,14411.66,14455.28,83940720,0.671568357,0.666840466,0.67287744,0.67216332,0.071362331
2013-03-14,14455.28,14539.29,14455.28,14539.14,117399728,0.672011931,0.672551807,0.676573233,0.679291036,0.118835538
2013-03-15,14539.14,14539.14,14470.5,14514.11,407918336,0.679138005,0.672538922,0.677862778,0.677163601,0.531036939
2013-03-18,14514.11,14521.59,14404.21,14452.06,119640992,0.67701106,0.671031417,0.672246224,0.671889635,0.122015548
2013-03-19,14452.06,14514.34,14382.09,14455.82,122170000,0.671738308,0.670408658,0.670372062,0.672209218,0.125603823
2013-03-20,14455.82,14546.82,14455.82,14511.73,121260176,0.672057818,0.673198617,0.676618985,0.676961312,0.124312922
2013-03-21,14511.73,14511.73,14383.02,14421.49,110467656,0.676808817,0.670184465,0.670450858,0.669291325,0.108999989
2013-03-22,14421.49,14519.95,14421.49,14512.03,101457824,0.669140597,0.670890545,0.673710306,0.67698681,0.096216418
2013-03-25,14512.03,14563.75,14395,14447.75,124842544,0.67683431,0.674652866,0.671465888,0.671523305,0.129395753
2013-03-26,14447.75,14561.54,14447.75,14559.65,96035680,0.671372062,0.674463032,0.675935238,0.681034292,0.088523226
2013-03-27,14559.65,14559.65,14439.55,14526.16,92677952,0.68088086,0.674300685,0.675240476,0.678187796,0.083759125
2013-03-28,14526.16,14585.1,14520.86,14578.54,153731136,0.678035019,0.676486782,0.682129631,0.682639856,0.17038424
2013-04-01,14578.54,14605.72,14531.48,14572.85,91400496,0.682486053,0.678257994,0.683029432,0.682156232,0.08194661
2013-04-02,14572.85,14684.49,14572.85,14662.01,98423136,0.682002541,0.685024159,0.686534589,0.689734423,0.091910661
2013-04-03,14662.01,14683.13,14525.36,14550.35,127139144,0.689578987,0.684907338,0.682510902,0.680243835,0.132654277
2013-04-04,14550.35,14625.24,14538.72,14606.11,104975984,0.680090584,0.679934718,0.683642855,0.684983179,0.101208148
2013-04-05,14606.11,14606.11,14434.43,14565.25,131261216,0.684828837,0.678291494,0.674806674,0.681510267,0.138502866
2013-04-08,14565.25,14613.48,14497.8,14613.48,106702992,0.681356724,0.67892456,0.680175826,0.685609596,0.103658508
2013-04-09,14613.48,14716.46,14598.5,14673.46,128585728,0.685455109,0.687770309,0.688707837,0.690707621,0.134706758
2013-04-10,14673.46,14826.66,14673.46,14802.24,120616752,0.690551961,0.69723624,0.695058974,0.701653331,0.123400002
2013-04-11,14802.24,14887.51,14785.36,14865.14,144577856,0.70149515,0.702463118,0.704539928,0.706999543,0.157397138
2013-04-12,14865.14,14865.21,14790.57,14865.06,119583592,0.706840131,0.700547598,0.704981356,0.706992743,0.121934106
2013-04-15,14865.06,14865.06,14598.58,14599.2,161727024,0.706833333,0.700534713,0.688714615,0.684395861,0.18172918
2013-04-16,14599.2,14761.73,14599.2,14756.78,126814512,0.684241654,0.6916589,0.688767146,0.697789439,0.132193674
2013-04-17,14756.78,14756.78,14560.81,14618.59,168015376,0.697632148,0.691233706,0.685514475,0.686043922,0.190651389
2013-04-18,14618.59,14650.26,14495.29,14537.14,158226640,0.685889336,0.682083879,0.679963161,0.679121045,0.176762672
2013-04-19,14537.14,14553.73,14444.03,14547.51,207210784,0.678968053,0.67379217,0.675620054,0.680002448,0.246263668
2013-04-22,14547.51,14588.83,14457.6,14567.17,146901424,0.679849253,0.676807181,0.676769799,0.681673458,0.160693925
2013-04-23,14567.17,14721.42,14554.29,14719.46,137341184,0.681519878,0.688196362,0.684962055,0.69461741,0.147129409
2013-04-24,14719.46,14747.42,14666.54,14676.3,138025760,0.69446085,0.690429703,0.694472663,0.690949008,0.148100717
2013-04-25,14676.3,14768.05,14665.45,14700.8,129610760,0.690793292,0.692201774,0.694380311,0.693031396,0.136161122
2013-04-26,14700.8,14743.49,14684.82,14712.55,128914232,0.6928752,0.690092125,0.696021473,0.694030092,0.135172855
2013-04-29,14712.55,14844.96,14712.55,14818.75,97057144,0.693873666,0.698808169,0.698370954,0.703056605,0.089972527
2013-04-30,14818.75,14839.8,14734.47,14839.8,148247808,0.702898101,0.698364937,0.70022817,0.704845759,0.162604238
2013-05-01,14839.8,14839.8,14687.05,14700.95,112623728,0.704686843,0.698364937,0.696210414,0.693044145,0.112059125
2013-05-02,14700.95,14834.63,14700.95,14831.58,91178144,0.692887947,0.697920845,0.69738812,0.704147096,0.081631127
2013-05-03,14831.58,15009.59,14831.58,14973.96,119896432,0.703988341,0.712949514,0.708456011,0.716248744,0.122377978
2013-05-06,14973.96,14988.87,14941.09,14968.89,116156856,0.716087202,0.711169712,0.717734467,0.715817817,0.117072093
2013-05-07,14968.89,15056.67,14968.89,15056.2,117235208,0.715656375,0.716993579,0.720089878,0.723238767,0.118602109
2013-05-08,15056.2,15106.81,15021.87,15105.12,113510240,0.723075616,0.721300492,0.724578716,0.727396743,0.11331695
2013-05-09,15105.12,15144.83,15046.87,15082.62,97835624,0.727232634,0.724566324,0.726696892,0.725484346,0.091077071
2013-05-10,15082.62,15118.49,15038.18,15118.49,98981536,0.725320678,0.722303777,0.725960614,0.728533132,0.092702945
2013-05-13,15113.42,15113.42,15053.46,15091.68,94281384,0.727937934,0.721868276,0.727255243,0.726254405,0.086034149
2013-05-14,15092.15,15219.55,15089.3,15215.25,124596784,0.726130497,0.730984603,0.730291859,0.736757289,0.129047058
2013-05-15,15211.87,15301.34,15175.39,15275.69,125469224,0.736303806,0.738010179,0.737586009,0.741894412,0.130284916
2013-05-16,15273.92,15302.49,15215.82,15233.22,145098336,0.741576557,0.738108961,0.741011522,0.738284656,0.158135619
2013-05-17,15234.75,15357.4,15234.75,15354.4,175772096,0.738248053,0.742825606,0.742615405,0.748584401,0.201656986
2013-05-20,15348.33,15391.84,15314.15,15335.28,116476432,0.74789961,0.745783924,0.74934273,0.746959289,0.117525522
2013-05-21,15334.97,15434.5,15325.68,15387.58,122968256,0.746764332,0.749448322,0.750319633,0.751404549,0.126736426
2013-05-22,15387.12,15542.4,15265.96,15307.17,171866704,0.751195823,0.758716688,0.745259735,0.744570068,0.196115833
2013-05-23,15300.57,15348.41,15180.23,15294.5,148814800,0.743841163,0.742053385,0.737996087,0.743493176,0.163408713
2013-05-24,15290.74,15306.71,15199.63,15303.1,105656048,0.743005851,0.73847145,0.739639792,0.744224136,0.102173055
2013-05-28,15307.33,15521.49,15307.33,15409.39,130690192,0.7444156,0.756920566,0.748764892,0.753258299,0.13769267
2013-05-29,15399.94,15400.25,15229.53,15302.8,114024616,0.752285213,0.746506324,0.74217313,0.744198638,0.114046771
2013-05-30,15306.02,15398.7,15280.99,15324.53,121148976,0.744304282,0.746373183,0.746533182,0.746045588,0.124155146
2013-05-31,15322.22,15392.38,15115.57,15115.57,208850816,0.74568089,0.745830309,0.732517638,0.728284945,0.248590623
2013-06-03,15123.55,15254.11,15123.55,15254.03,148349152,0.728798739,0.733953229,0.73319376,0.740053411,0.162748029
2013-06-04,15255.22,15304.98,15100.78,15177.54,134321264,0.739987509,0.738322847,0.731264525,0.733552112,0.142844605
2013-06-05,15168.1,15168.63,14945.57,14960.59,141411440,0.732584413,0.72661069,0.718114044,0.715112355,0.152904479
2013-06-06,14955.45,15040.62,14844.22,15040.62,140407952,0.714514299,0.71561492,0.709526961,0.721914539,0.151480683
2013-06-07,15044.46,15255.58,15044.46,15248.12,137384896,0.722077999,0.734079498,0.726492699,0.739551088,0.14719143
2013-06-10,15247.81,15300.64,15211.25,15238.59,94245072,0.739357838,0.73795005,0.74062432,0.738741082,0.085982628
2013-06-11,15231.38,15251.07,15086.09,15122.02,101628160,0.737961684,0.7336921,0.730019885,0.728833166,0.096458099
2013-06-12,15130.39,15241.28,14981.21,14995.23,105782608,0.729379974,0.732851161,0.721133715,0.718056597,0.102352624
2013-06-13,14992.54,15202.27,14953.45,15176.08,104486912,0.717666053,0.72950029,0.718781693,0.733428018,0.10051423
2013-06-14,15178.08,15205.92,15044.8,15070.18,107442528,0.733432472,0.729813817,0.726521507,0.724427003,0.104707796
2013-06-17,15078.71,15261.71,15078.71,15179.85,139259776,0.724988422,0.734606051,0.7293946,0.733748451,0.149851597
2013-06-18,15186.3,15340.09,15186.3,15318.23,99220656,0.734130973,0.741338716,0.73851038,0.745510117,0.093042219
2013-06-19,15315.47,15322.07,15112.11,15112.19,111400000,0.745107303,0.739790839,0.732224483,0.727997661,0.110322843
2013-06-20,15105.51,15105.51,14732.03,14758.32,172632352,0.727265775,0.721188825,0.700021436,0.697920332,0.19720217
2013-06-21,14760.62,14858.56,14688.43,14799.4,420078112,0.697958455,0.699976378,0.696327338,0.701411944,0.548289799
2013-06-24,14795.79,14795.79,14551.27,14659.56,158666976,0.700947056,0.694584577,0.684706179,0.689526185,0.177387441
2013-06-25,14669.69,14812.03,14669.69,14760.31,135942112,0.690231602,0.695979556,0.694739553,0.698089473,0.14514434
2013-06-26,14769.99,14938.98,14769.68,14910.14,133235280,0.698754679,0.706884274,0.703211408,0.710824337,0.14130376
2013-06-27,14921.28,15075.01,14921.28,15024.49,113654592,0.711610675,0.718568944,0.716056025,0.720543563,0.113521763
2013-06-28,15016.58,15034.63,14884.8,14909.6,230033920,0.719708873,0.715100393,0.712965183,0.710778439,0.278646202
2013-07-01,14911.6,15083.28,14911.6,14974.96,120573040,0.710788108,0.719279318,0.715235867,0.71633374,0.123337981
2013-07-02,14973.04,15049.22,14870.51,14932.41,116609184,0.716009024,0.716353641,0.711754434,0.712717185,0.117713877
2013-07-03,14923.73,15025.9,14858.93,14988.55,60999072,0.711818865,0.714350506,0.710773295,0.717488827,0.038811647
2013-07-05,14995.46,15137.51,14971.2,15135.84,94572944,0.717914183,0.723937552,0.720285598,0.730007803,0.086447828
2013-07-08,15137.22,15262.72,15137.22,15224.69,136831616,0.729960359,0.734692808,0.734351978,0.737559646,0.14640641
2013-07-09,15228.46,15320.42,15228.46,15300.34,109275112,0.737713555,0.739649108,0.742082472,0.743989549,0.107307952
2013-07-10,15298.03,15348.95,15258.89,15291.66,105048048,0.743625325,0.74209977,0.744660715,0.743251789,0.101310396
2013-07-11,15298,15483.55,15298,15460.92,125033824,0.743622775,0.753661606,0.747974389,0.757638113,0.12966715
2013-07-12,15460.69,15498.39,15410.27,15464.3,130147848,0.757447496,0.754936328,0.757486692,0.757925398,0.136923167
2013-07-15,15459.69,15509.48,15455.77,15484.26,99433680,0.75736252,0.755888934,0.761341771,0.759621906,0.093344468
2013-07-16,15485.03,15498.16,15415.71,15451.85,105978392,0.759515808,0.754916572,0.757947607,0.756867205,0.102630411
2013-07-17,15456.92,15502,15438.12,15470.52,126980872,0.757127137,0.755246419,0.759846339,0.758454069,0.132429713
2013-07-18,15465.91,15589.4,15465.91,15548.54,136347792,0.757891069,0.762753882,0.762200903,0.765085412,0.145719938
2013-07-19,15524.27,15544.55,15491.96,15543.74,229878240,0.76285026,0.758901368,0.764408042,0.764677434,0.278425316
2013-07-22,15543.97,15576.21,15516.2,15545.55,130827424,0.764524284,0.76162089,0.766461825,0.764831276,0.137887381
2013-07-23,15547,15604.22,15544.06,15567.74,98712832,0.764781761,0.764026886,0.76882232,0.766717324,0.092321695
2013-07-24,15576.69,15602.6,15496.84,15542.24,99343464,0.767304694,0.763887732,0.76482151,0.764549941,0.093216465
2013-07-25,15539.17,15560.33,15455.59,15555.61,103260128,0.7641164,0.760256834,0.76132652,0.76568633,0.098773611
2013-07-26,15547.85,15560.97,15405.16,15558.83,94887040,0.76485399,0.760311809,0.757053736,0.765960015,0.086893482
2013-07-29,15557.14,15557.14,15482.27,15521.97,87241352,0.765643416,0.75998282,0.763587037,0.762827084,0.076045422
2013-07-30,15534.49,15593.91,15479.13,15520.59,117552664,0.763718713,0.76314128,0.763320994,0.76270979,0.11905253
2013-07-31,15528.57,15634.32,15492.96,15499.54,145134320,0.763215656,0.766612408,0.764492769,0.760920636,0.158186675
2013-08-01,15503.85,15650.69,15503.85,15628.02,111047824,0.761115053,0.768018554,0.765415446,0.771840848,0.109823159
2013-08-02,15627.56,15658.43,15558.68,15658.36,104848928,0.771627415,0.768683402,0.770061029,0.774419609,0.101027875
2013-08-05,15651.98,15655.21,15584.83,15612.13,76853536,0.773702525,0.768406812,0.772276641,0.770490271,0.061306702
2013-08-06,15608.44,15608.44,15473.4,15518.74,87765912,0.770002677,0.764389374,0.762835508,0.762552548,0.076789692
2013-08-07,15516.21,15516.21,15421.75,15470.67,88433536,0.762165354,0.756467026,0.758459358,0.758466819,0.077736948
2013-08-08,15477.27,15557.12,15418.6,15498.32,90996568,0.758856395,0.759981102,0.758192468,0.760816942,0.081373498
2013-08-09,15496.63,15507.76,15346.65,15425.51,81189880,0.760501527,0.75574119,0.752096358,0.754628426,0.06745931
2013-08-12,15415.22,15441.75,15359.93,15419.68,78072064,0.753583644,0.75007108,0.753221533,0.754132902,0.063035607
2013-08-13,15420.68,15504.14,15342.34,15451.01,84811208,0.754047612,0.75543024,0.751731185,0.756795809,0.07259742
2013-08-14,15447.71,15453.08,15316.62,15337.66,95201352,0.756344509,0.751044302,0.749552006,0.747161578,0.087339443
2013-08-15,15332.71,15332.71,15094.03,15112.19,128358232,0.746572287,0.740704791,0.730692618,0.727997661,0.134383976
2013-08-16,15112.57,15139.77,15054.38,15081.47,151636336,0.727865704,0.724131681,0.727333192,0.725386602,0.16741204
2013-08-19,15076.79,15106.39,15005.42,15010.74,111655416,0.724825268,0.721264415,0.723184957,0.719374876,0.110685239
2013-08-20,15011.82,15074.92,14992.16,15002.99,102348888,0.719304388,0.718561213,0.722061476,0.718716161,0.097480701
2013-08-21,14993.81,15019.7,14880.84,14897.55,98348088,0.717773973,0.71381794,0.712629664,0.709754244,0.091804179
2013-08-22,14908.6,14989.12,14899,14963.74,153487170,0.710533181,0.711191187,0.714168307,0.715380091,0.17003809
2013-08-23,14988.78,15025.56,14931.24,15010.51,131900432,0.717346544,0.7143213,0.716899906,0.719355327,0.139409815
2013-08-26,15014.58,15049.98,14945.24,14946.46,102830336,0.719538921,0.716418923,0.718086084,0.71391137,0.098163802
2013-08-27,14939.25,14939.25,14765.42,14776.13,118612880,0.713137691,0.706907467,0.702850471,0.699434101,0.120556815
2013-08-28,14770.99,14867.4,14760.41,14824.51,104626128,0.698839655,0.700735714,0.702425989,0.703546179,0.100711756
2013-08-29,14817.91,14916.01,14792.11,14840.95,93184168,0.702826722,0.704911203,0.705111835,0.704943504,0.084477367
2013-08-30,14844.1,14848.24,14762.35,14810.31,135881984,0.705052239,0.699089913,0.702590359,0.702339244,0.145059028
2013-09-03,14801.55,14933.35,14777.48,14833.96,142531472,0.701436517,0.70640067,0.703872279,0.704349386,0.154493633
2013-09-04,14832.42,14956.74,14799.09,14930.87,122150296,0.704059721,0.708409818,0.70570323,0.712586292,0.125575866
2013-09-05,14929.49,14987.47,14923.27,14937.48,101020664,0.712308326,0.711049456,0.716224632,0.713148111,0.095596155
2013-09-06,14941.55,15009.84,14789.4,14922.5,108420144,0.713333135,0.712970988,0.704882225,0.71187488,0.106094884
2013-09-09,14927.19,15088.41,14927.19,15063.12,90662752,0.712112882,0.719719973,0.716556762,0.723826936,0.080899864
2013-09-10,15067.23,15192.13,15067.23,15191.06,103198320,0.724012899,0.728629287,0.728421934,0.73470125,0.098685915
2013-09-11,15194.13,15326.6,15194.13,15326.6,102087736,0.734796334,0.740179956,0.739173793,0.746221529,0.097110167
2013-09-12,15327.14,15345.32,15283.26,15300.64,99758208,0.746098971,0.741787961,0.746725512,0.744015048,0.093804923
2013-09-13,15312.86,15380.97,15312.86,15376.06,90913232,0.744885516,0.744850216,0.749233432,0.750425402,0.081255257
2013-09-16,15381.36,15549.87,15381.36,15494.78,105750872,0.750706362,0.759358344,0.755037233,0.760516058,0.102307595
2013-09-17,15503.15,15555.07,15503.15,15529.73,104480304,0.76105557,0.759805012,0.765356137,0.763486648,0.100504854
